Algorithm,Function,Value
TeachingLearningBasedOptimization,ackley,6.124928229201721

DifferentialEvolution,sphere,46.42400643246901
DifferentialEvolution,schwefel,11953.573710338265
DifferentialEvolution,rosenbrock,339053.0320036331
DifferentialEvolution,rastrigin,282.4129792761532
DifferentialEvolution,griewank,1.849601065450479
DifferentialEvolution,levy,118.6805006320768
DifferentialEvolution,michalewicz,-9.770325221138348
DifferentialEvolution,zakharov,863.3651122467271
DifferentialEvolution,ackley,18.392278853629755
FireflyAlgorithm,sphere,206.1167921759344
FireflyAlgorithm,schwefel,12428.379643218283
FireflyAlgorithm,rosenbrock,3373926.8681042828
FireflyAlgorithm,rastrigin,397.68397679489624
FireflyAlgorithm,griewank,4.547767543545481
FireflyAlgorithm,levy,192.14715622681626
FireflyAlgorithm,michalewicz,-8.028875669288565
FireflyAlgorithm,zakharov,830.8756238190767
FireflyAlgorithm,ackley,20.630289497370324
ParticleSwarmOptimization,sphere,3.983629486629274
ParticleSwarmOptimization,schwefel,11826.50983495468
ParticleSwarmOptimization,rosenbrock,3733.940120084073
ParticleSwarmOptimization,rastrigin,104.49050737429585
ParticleSwarmOptimization,griewank,1.0221117901468755
ParticleSwarmOptimization,levy,25.784388750689075
ParticleSwarmOptimization,michalewicz,-9.03709695969475
ParticleSwarmOptimization,zakharov,462.15896205987815
ParticleSwarmOptimization,ackley,6.100098823113015
SelfOrganizingMigrationAlgorithm,sphere,36.23136291095332
SelfOrganizingMigrationAlgorithm,schwefel,12005.853697290553
SelfOrganizingMigrationAlgorithm,rosenbrock,241009.2176534278
SelfOrganizingMigrationAlgorithm,rastrigin,131.99487600739462
SelfOrganizingMigrationAlgorithm,griewank,1.6180763564040246
SelfOrganizingMigrationAlgorithm,levy,23.19829188273285
SelfOrganizingMigrationAlgorithm,michalewicz,-19.061052584500725
SelfOrganizingMigrationAlgorithm,zakharov,294.96871231406647
SelfOrganizingMigrationAlgorithm,ackley,14.47347611013095
TeachingLearningBasedOptimization,sphere,1.3269801065517384
TeachingLearningBasedOptimization,schwefel,11967.305265422394
TeachingLearningBasedOptimization,rosenbrock,902.0645243281489
TeachingLearningBasedOptimization,rastrigin,231.76178816645185
TeachingLearningBasedOptimization,griewank,1.0278957215786326
TeachingLearningBasedOptimization,levy,3.7200435332831363
TeachingLearningBasedOptimization,michalewicz,-10.269214847851552
TeachingLearningBasedOptimization,zakharov,399.6322831537702
TeachingLearningBasedOptimization,ackley,5.629200996634495

DifferentialEvolution,sphere,48.37686021809043
DifferentialEvolution,schwefel,11873.662297610934
DifferentialEvolution,rosenbrock,529976.7782658639
DifferentialEvolution,rastrigin,328.26637076093965
DifferentialEvolution,griewank,2.0258818759163737
DifferentialEvolution,levy,75.35047855193146
DifferentialEvolution,michalewicz,-9.332588567502231
DifferentialEvolution,zakharov,819.2469887229219
DifferentialEvolution,ackley,17.63656674723188
FireflyAlgorithm,sphere,180.1380965487123
FireflyAlgorithm,schwefel,12369.983305734988
FireflyAlgorithm,rosenbrock,2704358.8392649125
FireflyAlgorithm,rastrigin,394.57484100198263
FireflyAlgorithm,griewank,5.11828682878268
FireflyAlgorithm,levy,255.96842598792495
FireflyAlgorithm,michalewicz,-7.778209230225457
FireflyAlgorithm,zakharov,61575.65972583312
FireflyAlgorithm,ackley,20.660120100507744
ParticleSwarmOptimization,sphere,3.1979568384383277
ParticleSwarmOptimization,schwefel,11916.664926075731
ParticleSwarmOptimization,rosenbrock,2729.3418177491167
ParticleSwarmOptimization,rastrigin,219.42555376422945
ParticleSwarmOptimization,griewank,1.0698530663348667
ParticleSwarmOptimization,levy,8.327856434737358
ParticleSwarmOptimization,michalewicz,-12.173141009505654
ParticleSwarmOptimization,zakharov,563.0188627058567
ParticleSwarmOptimization,ackley,12.439645402353326
SelfOrganizingMigrationAlgorithm,sphere,25.863465731505585
SelfOrganizingMigrationAlgorithm,schwefel,11876.644434509739
SelfOrganizingMigrationAlgorithm,rosenbrock,93035.97142155333
SelfOrganizingMigrationAlgorithm,rastrigin,137.20271000621224
SelfOrganizingMigrationAlgorithm,griewank,1.602580198378447
SelfOrganizingMigrationAlgorithm,levy,19.133678149414106
SelfOrganizingMigrationAlgorithm,michalewicz,-19.409379975552362
SelfOrganizingMigrationAlgorithm,zakharov,306.3001485197986
SelfOrganizingMigrationAlgorithm,ackley,15.083745614676328
TeachingLearningBasedOptimization,sphere,1.261221594621968
TeachingLearningBasedOptimization,schwefel,12134.436218865087
TeachingLearningBasedOptimization,rosenbrock,761.6210032369877
TeachingLearningBasedOptimization,rastrigin,244.83570737069272
TeachingLearningBasedOptimization,griewank,0.9769626858847261
TeachingLearningBasedOptimization,levy,5.16210035425694
TeachingLearningBasedOptimization,michalewicz,-10.549181031754149
TeachingLearningBasedOptimization,zakharov,649.7088454456162
TeachingLearningBasedOptimization,ackley,6.4722867007588825

DifferentialEvolution,sphere,41.946413757825525
DifferentialEvolution,schwefel,11838.802197956458
DifferentialEvolution,rosenbrock,394192.5145861086
DifferentialEvolution,rastrigin,287.3487763232232
DifferentialEvolution,griewank,2.3459102239920417
DifferentialEvolution,levy,44.03156088241756
DifferentialEvolution,michalewicz,-9.813410065533848
DifferentialEvolution,zakharov,856.6950656765271
DifferentialEvolution,ackley,17.18971373378761
FireflyAlgorithm,sphere,168.5680967458258
FireflyAlgorithm,schwefel,12342.42451977044
FireflyAlgorithm,rosenbrock,1903984.3358834146
FireflyAlgorithm,rastrigin,390.31210693194714
FireflyAlgorithm,griewank,5.299186642712374
FireflyAlgorithm,levy,218.90493818208634
FireflyAlgorithm,michalewicz,-8.597967051546608
FireflyAlgorithm,zakharov,1191.3207435644379
FireflyAlgorithm,ackley,20.594331580026967
ParticleSwarmOptimization,sphere,0.9707683862098878
ParticleSwarmOptimization,schwefel,11795.368690887788
ParticleSwarmOptimization,rosenbrock,3962.900219744849
ParticleSwarmOptimization,rastrigin,176.6832657239667
ParticleSwarmOptimization,griewank,1.0297422470912392
ParticleSwarmOptimization,levy,18.85569294714903
ParticleSwarmOptimization,michalewicz,-10.384397405860097
ParticleSwarmOptimization,zakharov,633.378807063558
ParticleSwarmOptimization,ackley,9.144493230515826
SelfOrganizingMigrationAlgorithm,sphere,23.316747587489512
SelfOrganizingMigrationAlgorithm,schwefel,12008.353292582537
SelfOrganizingMigrationAlgorithm,rosenbrock,54113.13475035405
SelfOrganizingMigrationAlgorithm,rastrigin,146.0462011624351
SelfOrganizingMigrationAlgorithm,griewank,1.5390836093826858
SelfOrganizingMigrationAlgorithm,levy,14.562995920804653
SelfOrganizingMigrationAlgorithm,michalewicz,-18.865211024059946
SelfOrganizingMigrationAlgorithm,zakharov,290.440040414086
SelfOrganizingMigrationAlgorithm,ackley,15.199231753947647
TeachingLearningBasedOptimization,sphere,1.7255595768782443
TeachingLearningBasedOptimization,schwefel,12086.421229349162
TeachingLearningBasedOptimization,rosenbrock,1595.866537591941
TeachingLearningBasedOptimization,rastrigin,211.50055623512716
TeachingLearningBasedOptimization,griewank,0.9455231083096346
TeachingLearningBasedOptimization,levy,3.6106304899570807
TeachingLearningBasedOptimization,michalewicz,-8.024375277739493
TeachingLearningBasedOptimization,zakharov,505.30148694192684
TeachingLearningBasedOptimization,ackley,6.639362833044331

DifferentialEvolution,sphere,32.026608165813016
DifferentialEvolution,schwefel,11952.19301611952
DifferentialEvolution,rosenbrock,422591.62854203343
DifferentialEvolution,rastrigin,294.83005076236776
DifferentialEvolution,griewank,2.3752921599554266
DifferentialEvolution,levy,92.10146433388131
DifferentialEvolution,michalewicz,-9.529643605133579
DifferentialEvolution,zakharov,937.2896408351928
DifferentialEvolution,ackley,18.19120748101948
FireflyAlgorithm,sphere,184.0531303039908
FireflyAlgorithm,schwefel,12346.488517440264
FireflyAlgorithm,rosenbrock,3090070.3332311097
FireflyAlgorithm,rastrigin,432.425592659064
FireflyAlgorithm,griewank,5.70304713839274
FireflyAlgorithm,levy,174.7889719351545
FireflyAlgorithm,michalewicz,-8.679995832562263
FireflyAlgorithm,zakharov,14885.3220627608
FireflyAlgorithm,ackley,20.418117103710582
ParticleSwarmOptimization,sphere,7.002669594612998
ParticleSwarmOptimization,schwefel,11810.95209048568
ParticleSwarmOptimization,rosenbrock,2821.610500463178
ParticleSwarmOptimization,rastrigin,164.9973811538932
ParticleSwarmOptimization,griewank,1.0784364693556727
ParticleSwarmOptimization,levy,8.086551628813819
ParticleSwarmOptimization,michalewicz,-11.250925615443327
ParticleSwarmOptimization,zakharov,792.37066097099
ParticleSwarmOptimization,ackley,6.890471430560504
SelfOrganizingMigrationAlgorithm,sphere,15.971819975413753
SelfOrganizingMigrationAlgorithm,schwefel,12027.10007489391
SelfOrganizingMigrationAlgorithm,rosenbrock,237665.78703554417
SelfOrganizingMigrationAlgorithm,rastrigin,85.89420298018018
SelfOrganizingMigrationAlgorithm,griewank,1.697075449982604
SelfOrganizingMigrationAlgorithm,levy,14.575205147519968
SelfOrganizingMigrationAlgorithm,michalewicz,-17.50115467572223
SelfOrganizingMigrationAlgorithm,zakharov,332.4712713450562
SelfOrganizingMigrationAlgorithm,ackley,15.836168632352337
TeachingLearningBasedOptimization,sphere,1.0821857676766193
TeachingLearningBasedOptimization,schwefel,12070.204794124515
TeachingLearningBasedOptimization,rosenbrock,717.845101270912
TeachingLearningBasedOptimization,rastrigin,241.9998732498394
TeachingLearningBasedOptimization,griewank,1.0267003811082829
TeachingLearningBasedOptimization,levy,3.1294332309443194
TeachingLearningBasedOptimization,michalewicz,-8.16894828438139
TeachingLearningBasedOptimization,zakharov,524.0259361567438
TeachingLearningBasedOptimization,ackley,6.064957306959855

DifferentialEvolution,sphere,51.7839634113424
DifferentialEvolution,schwefel,11973.115300967926
DifferentialEvolution,rosenbrock,481937.5954326695
DifferentialEvolution,rastrigin,306.8309577430311
DifferentialEvolution,griewank,2.1515624085090836
DifferentialEvolution,levy,81.78146970751726
DifferentialEvolution,michalewicz,-9.976134123096783
DifferentialEvolution,zakharov,993.5543701867724
DifferentialEvolution,ackley,18.279995532447632
FireflyAlgorithm,sphere,153.47481544000067
FireflyAlgorithm,schwefel,12418.170778102294
FireflyAlgorithm,rosenbrock,2634504.330607274
FireflyAlgorithm,rastrigin,421.4519165322316
FireflyAlgorithm,griewank,4.119778460230359
FireflyAlgorithm,levy,208.19901396467296
FireflyAlgorithm,michalewicz,-8.443595736661614
FireflyAlgorithm,zakharov,224649.1628129011
FireflyAlgorithm,ackley,20.606251331129275
ParticleSwarmOptimization,sphere,1.4329785421787369
ParticleSwarmOptimization,schwefel,11780.794812653845
ParticleSwarmOptimization,rosenbrock,2780.8660526760877
ParticleSwarmOptimization,rastrigin,165.40509965994252
ParticleSwarmOptimization,griewank,0.9925250818150162
ParticleSwarmOptimization,levy,9.120367592269771
ParticleSwarmOptimization,michalewicz,-9.981954763766822
ParticleSwarmOptimization,zakharov,612.9912420400638
ParticleSwarmOptimization,ackley,9.031950801436457
SelfOrganizingMigrationAlgorithm,sphere,26.979637802314137
SelfOrganizingMigrationAlgorithm,schwefel,11980.736916769538
SelfOrganizingMigrationAlgorithm,rosenbrock,151650.90987457545
SelfOrganizingMigrationAlgorithm,rastrigin,136.19187938821142
SelfOrganizingMigrationAlgorithm,griewank,1.6121353369415528
SelfOrganizingMigrationAlgorithm,levy,21.892716190671806
SelfOrganizingMigrationAlgorithm,michalewicz,-18.75989521390522
SelfOrganizingMigrationAlgorithm,zakharov,382.4063217974692
SelfOrganizingMigrationAlgorithm,ackley,15.547530625013795
TeachingLearningBasedOptimization,sphere,0.9022251895532983
TeachingLearningBasedOptimization,schwefel,12138.412445898583
TeachingLearningBasedOptimization,rosenbrock,624.5955761036753
TeachingLearningBasedOptimization,rastrigin,240.79138519058705
TeachingLearningBasedOptimization,griewank,1.0303468020501676
TeachingLearningBasedOptimization,levy,2.7977546439827905
TeachingLearningBasedOptimization,michalewicz,-11.662659837074818
TeachingLearningBasedOptimization,zakharov,543.371645366673
TeachingLearningBasedOptimization,ackley,6.136402828086293

DifferentialEvolution,sphere,36.74090893981798
DifferentialEvolution,schwefel,12043.159256971105
DifferentialEvolution,rosenbrock,368294.4064340278
DifferentialEvolution,rastrigin,288.3349148569173
DifferentialEvolution,griewank,2.3010113829303958
DifferentialEvolution,levy,72.72311025801888
DifferentialEvolution,michalewicz,-9.876410411673076
DifferentialEvolution,zakharov,875.6184872240908
DifferentialEvolution,ackley,18.16781893863894
FireflyAlgorithm,sphere,160.97491757867886
FireflyAlgorithm,schwefel,12428.945437394152
FireflyAlgorithm,rosenbrock,2832159.8072411837
FireflyAlgorithm,rastrigin,423.5087817036736
FireflyAlgorithm,griewank,5.568507450993421
FireflyAlgorithm,levy,260.0687601957514
FireflyAlgorithm,michalewicz,-8.360107844283132
FireflyAlgorithm,zakharov,8928.971185732704
FireflyAlgorithm,ackley,20.607094331941916
ParticleSwarmOptimization,sphere,1.1850710917611318
ParticleSwarmOptimization,schwefel,11800.586958480604
ParticleSwarmOptimization,rosenbrock,2277.2776422089382
ParticleSwarmOptimization,rastrigin,118.93406353463448
ParticleSwarmOptimization,griewank,1.0383191076394418
ParticleSwarmOptimization,levy,13.38536423420868
ParticleSwarmOptimization,michalewicz,-11.420707163167119
ParticleSwarmOptimization,zakharov,376.72246949631887
ParticleSwarmOptimization,ackley,7.54473116000589
SelfOrganizingMigrationAlgorithm,sphere,29.67406880073304
SelfOrganizingMigrationAlgorithm,schwefel,11963.475833653887
SelfOrganizingMigrationAlgorithm,rosenbrock,46450.99719545578
SelfOrganizingMigrationAlgorithm,rastrigin,152.81464971347393
SelfOrganizingMigrationAlgorithm,griewank,1.7027682100627368
SelfOrganizingMigrationAlgorithm,levy,19.87052140984025
SelfOrganizingMigrationAlgorithm,michalewicz,-17.272577015803247
SelfOrganizingMigrationAlgorithm,zakharov,293.48030636596593
SelfOrganizingMigrationAlgorithm,ackley,15.29605106527617
TeachingLearningBasedOptimization,sphere,0.7895865772429966
TeachingLearningBasedOptimization,schwefel,12170.411353313975
TeachingLearningBasedOptimization,rosenbrock,894.9548250056373
TeachingLearningBasedOptimization,rastrigin,210.42910438587415
TeachingLearningBasedOptimization,griewank,1.0205945119746616
TeachingLearningBasedOptimization,levy,3.409666077380764
TeachingLearningBasedOptimization,michalewicz,-9.593178301089115
TeachingLearningBasedOptimization,zakharov,674.926165784141
TeachingLearningBasedOptimization,ackley,5.603360200157894

DifferentialEvolution,sphere,32.25171396124357
DifferentialEvolution,schwefel,11969.203378628958
DifferentialEvolution,rosenbrock,186308.53362542574
DifferentialEvolution,rastrigin,308.919370067216
DifferentialEvolution,griewank,2.484149324636425
DifferentialEvolution,levy,80.21402488427385
DifferentialEvolution,michalewicz,-9.521609619574113
DifferentialEvolution,zakharov,956.9444561711348
DifferentialEvolution,ackley,18.40510129348908
FireflyAlgorithm,sphere,190.47196119801274
FireflyAlgorithm,schwefel,12357.602940867342
FireflyAlgorithm,rosenbrock,3129239.7649296746
FireflyAlgorithm,rastrigin,432.01617667046344
FireflyAlgorithm,griewank,5.396351998826294
FireflyAlgorithm,levy,128.78891090675637
FireflyAlgorithm,michalewicz,-8.414302514308025
FireflyAlgorithm,zakharov,1193.0056433119964
FireflyAlgorithm,ackley,20.72540346372762
ParticleSwarmOptimization,sphere,4.301978802903262
ParticleSwarmOptimization,schwefel,11814.586581065469
ParticleSwarmOptimization,rosenbrock,2930.891480137705
ParticleSwarmOptimization,rastrigin,183.2181865732329
ParticleSwarmOptimization,griewank,0.9887770920685418
ParticleSwarmOptimization,levy,16.66228293704551
ParticleSwarmOptimization,michalewicz,-14.060244630239554
ParticleSwarmOptimization,zakharov,496.493519666756
ParticleSwarmOptimization,ackley,7.179848654819276
SelfOrganizingMigrationAlgorithm,sphere,23.768075290118507
SelfOrganizingMigrationAlgorithm,schwefel,11999.924064470775
SelfOrganizingMigrationAlgorithm,rosenbrock,110683.34496644493
SelfOrganizingMigrationAlgorithm,rastrigin,115.35725800420312
SelfOrganizingMigrationAlgorithm,griewank,1.696768887412859
SelfOrganizingMigrationAlgorithm,levy,19.23315644088102
SelfOrganizingMigrationAlgorithm,michalewicz,-16.90589739822005
SelfOrganizingMigrationAlgorithm,zakharov,334.112221813294
SelfOrganizingMigrationAlgorithm,ackley,14.849645346650572
TeachingLearningBasedOptimization,sphere,0.6657902667339403
TeachingLearningBasedOptimization,schwefel,11821.10092100105
TeachingLearningBasedOptimization,rosenbrock,1462.3324511905978
TeachingLearningBasedOptimization,rastrigin,240.39648895408953
TeachingLearningBasedOptimization,griewank,1.0429112590783858
TeachingLearningBasedOptimization,levy,2.353557731535891
TeachingLearningBasedOptimization,michalewicz,-8.973497070311268
TeachingLearningBasedOptimization,zakharov,668.396310298987
TeachingLearningBasedOptimization,ackley,6.019260859567108

DifferentialEvolution,sphere,55.71567503376076
DifferentialEvolution,schwefel,11929.706688309767
DifferentialEvolution,rosenbrock,294733.2278996057
DifferentialEvolution,rastrigin,313.4237893084502
DifferentialEvolution,griewank,2.2000257854953147
DifferentialEvolution,levy,72.16324242684658
DifferentialEvolution,michalewicz,-9.28399031406476
DifferentialEvolution,zakharov,688.1342649022394
DifferentialEvolution,ackley,18.415783393456913
FireflyAlgorithm,sphere,198.366127832789
FireflyAlgorithm,schwefel,12419.420360773456
FireflyAlgorithm,rosenbrock,3315593.6277002296
FireflyAlgorithm,rastrigin,429.1744765246824
FireflyAlgorithm,griewank,5.286035406705138
FireflyAlgorithm,levy,174.4134426643995
FireflyAlgorithm,michalewicz,-7.9646085025467395
FireflyAlgorithm,zakharov,1006.6567432531501
FireflyAlgorithm,ackley,20.6459204011144
ParticleSwarmOptimization,sphere,2.8557092812809195
ParticleSwarmOptimization,schwefel,11800.950215635254
ParticleSwarmOptimization,rosenbrock,3714.8385925380453
ParticleSwarmOptimization,rastrigin,198.99173520247007
ParticleSwarmOptimization,griewank,1.0529197496159715
ParticleSwarmOptimization,levy,8.965463440532794
ParticleSwarmOptimization,michalewicz,-14.743854806151653
ParticleSwarmOptimization,zakharov,442.40295091005976
ParticleSwarmOptimization,ackley,8.485843446267522
SelfOrganizingMigrationAlgorithm,sphere,26.07015866685566
SelfOrganizingMigrationAlgorithm,schwefel,11978.70247922653
SelfOrganizingMigrationAlgorithm,rosenbrock,44213.728786765874
SelfOrganizingMigrationAlgorithm,rastrigin,100.07965991348749
SelfOrganizingMigrationAlgorithm,griewank,1.6239149961100598
SelfOrganizingMigrationAlgorithm,levy,12.520993843454418
SelfOrganizingMigrationAlgorithm,michalewicz,-19.11270798090022
SelfOrganizingMigrationAlgorithm,zakharov,327.6617557394285
SelfOrganizingMigrationAlgorithm,ackley,15.087591692013913
TeachingLearningBasedOptimization,sphere,1.0353609232278242
TeachingLearningBasedOptimization,schwefel,12041.829850333213
TeachingLearningBasedOptimization,rosenbrock,1352.4515902004555
TeachingLearningBasedOptimization,rastrigin,230.39186589692417
TeachingLearningBasedOptimization,griewank,0.9732534250049244
TeachingLearningBasedOptimization,levy,2.8005259108966554
TeachingLearningBasedOptimization,michalewicz,-9.179280174898205
TeachingLearningBasedOptimization,zakharov,197.83783347259896
TeachingLearningBasedOptimization,ackley,6.682213796637303

DifferentialEvolution,sphere,46.17497988454918
DifferentialEvolution,schwefel,11869.484055480354
DifferentialEvolution,rosenbrock,547953.6937688024
DifferentialEvolution,rastrigin,289.2223189506493
DifferentialEvolution,griewank,2.260883289411514
DifferentialEvolution,levy,93.36444482762202
DifferentialEvolution,michalewicz,-10.224547744731275
DifferentialEvolution,zakharov,611.600812344145
DifferentialEvolution,ackley,18.716198407315876
FireflyAlgorithm,sphere,190.88421024964615
FireflyAlgorithm,schwefel,12398.815361387713
FireflyAlgorithm,rosenbrock,2802377.816175803
FireflyAlgorithm,rastrigin,384.7858890948089
FireflyAlgorithm,griewank,5.111213466488464
FireflyAlgorithm,levy,207.88795559925154
FireflyAlgorithm,michalewicz,-7.724109904665237
FireflyAlgorithm,zakharov,2986.57255323928
FireflyAlgorithm,ackley,20.710034402313457
ParticleSwarmOptimization,sphere,1.5630013272557337
ParticleSwarmOptimization,schwefel,11789.819341208067
ParticleSwarmOptimization,rosenbrock,3923.7375916007727
ParticleSwarmOptimization,rastrigin,154.50491987299068
ParticleSwarmOptimization,griewank,1.0262001192691834
ParticleSwarmOptimization,levy,33.18682244965834
ParticleSwarmOptimization,michalewicz,-14.004353304738775
ParticleSwarmOptimization,zakharov,618.5215002677141
ParticleSwarmOptimization,ackley,7.430378650385531
SelfOrganizingMigrationAlgorithm,sphere,36.60146116157553
SelfOrganizingMigrationAlgorithm,schwefel,11964.060351282607
SelfOrganizingMigrationAlgorithm,rosenbrock,135159.87849631763
SelfOrganizingMigrationAlgorithm,rastrigin,133.11853515763187
SelfOrganizingMigrationAlgorithm,griewank,1.6893267321394192
SelfOrganizingMigrationAlgorithm,levy,27.98472079489372
SelfOrganizingMigrationAlgorithm,michalewicz,-17.142220496569784
SelfOrganizingMigrationAlgorithm,zakharov,324.2610362549694
SelfOrganizingMigrationAlgorithm,ackley,15.381142151923664
TeachingLearningBasedOptimization,sphere,1.4054068244409614
TeachingLearningBasedOptimization,schwefel,12164.202463932024
TeachingLearningBasedOptimization,rosenbrock,527.7724619402355
TeachingLearningBasedOptimization,rastrigin,222.98461796529125
TeachingLearningBasedOptimization,griewank,1.0328584586892404
TeachingLearningBasedOptimization,levy,2.6922140288212897
TeachingLearningBasedOptimization,michalewicz,-8.521632428335614
TeachingLearningBasedOptimization,zakharov,468.5668812531187
TeachingLearningBasedOptimization,ackley,6.853241294390907

DifferentialEvolution,sphere,39.05042003618496
DifferentialEvolution,schwefel,12002.337160795418
DifferentialEvolution,rosenbrock,460417.68620568473
DifferentialEvolution,rastrigin,302.08887390913895
DifferentialEvolution,griewank,2.0828228164222136
DifferentialEvolution,levy,82.28063495854106
DifferentialEvolution,michalewicz,-11.526649478002458
DifferentialEvolution,zakharov,903.7132955261587
DifferentialEvolution,ackley,16.690146798729018
FireflyAlgorithm,sphere,168.4893739060653
FireflyAlgorithm,schwefel,12415.31260329472
FireflyAlgorithm,rosenbrock,3420153.2750316886
FireflyAlgorithm,rastrigin,397.8629179419196
FireflyAlgorithm,griewank,5.36592253494653
FireflyAlgorithm,levy,167.5457970375695
FireflyAlgorithm,michalewicz,-8.457617783715394
FireflyAlgorithm,zakharov,2260.2024944680043
FireflyAlgorithm,ackley,20.52612689186443
ParticleSwarmOptimization,sphere,4.56335068357445
ParticleSwarmOptimization,schwefel,11776.737459970638
ParticleSwarmOptimization,rosenbrock,2513.7944142899414
ParticleSwarmOptimization,rastrigin,183.8558266196976
ParticleSwarmOptimization,griewank,1.0957125698091144
ParticleSwarmOptimization,levy,11.270134735659699
ParticleSwarmOptimization,michalewicz,-12.399750351553598
ParticleSwarmOptimization,zakharov,533.211915326707
ParticleSwarmOptimization,ackley,9.373872093907742
SelfOrganizingMigrationAlgorithm,sphere,19.685188234075493
SelfOrganizingMigrationAlgorithm,schwefel,11974.354815849889
SelfOrganizingMigrationAlgorithm,rosenbrock,93117.84236134861
SelfOrganizingMigrationAlgorithm,rastrigin,128.43049452269906
SelfOrganizingMigrationAlgorithm,griewank,1.4585422845549871
SelfOrganizingMigrationAlgorithm,levy,19.644014632578465
SelfOrganizingMigrationAlgorithm,michalewicz,-16.555320329575398
SelfOrganizingMigrationAlgorithm,zakharov,343.0737142792671
SelfOrganizingMigrationAlgorithm,ackley,13.940328196427307
TeachingLearningBasedOptimization,sphere,2.1725299462978187
TeachingLearningBasedOptimization,schwefel,12093.394163119361
TeachingLearningBasedOptimization,rosenbrock,551.3422588648474
TeachingLearningBasedOptimization,rastrigin,218.69839950385364
TeachingLearningBasedOptimization,griewank,1.0264200537332395
TeachingLearningBasedOptimization,levy,2.360968599567789
TeachingLearningBasedOptimization,michalewicz,-10.040720467940623
TeachingLearningBasedOptimization,zakharov,423.06459711955597
TeachingLearningBasedOptimization,ackley,6.465771852268325

